,level_0,index,GaiaEDR3,RA_ICRS,DE_ICRS,Plx,Pwd,PM,pmRA,pmDE,Gmag,BPmag,RPmag,TeffH,e_TeffH,loggH,e_loggH,MassH,TeffHe,e_TeffHe,loggHe,e_loggHe,MassHe,Teffmix,e_Teffmix,loggmix,e_loggmix,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,SDSS12,umag,gmag,rmag,imag,zmag,recno,spectype,l,b
767,5859,50641,1031036998538770560,132.22456448633,56.4432251315,5.026,0.995146,37.101,14.877,33.988,18.75790023803711,18.793100357055664,18.658300399780273,10206.57,627.42,8.081184,0.181941,0.649774,10074.21,655.69,7.989026,0.187667,0.574131,9670.34,703.22,7.863153,0.202395,199.522873,191.187607,208.752945,200.239349,194.436249,209.071671,J084853.87+562635.0,19.224000930786133,18.757999420166016,18.829999923706055,18.9689998626709,19.238000869750977,201004,DA,160.8660579114594,38.40593657835132
768,5865,50652,583132932458590848,132.2355657876,6.54041561673,4.2173,0.997176,6.489,-6.191,-1.943,18.572099685668945,18.59980010986328,18.667499542236328,13407.03,1390.79,8.096893,0.171027,0.666721,12937.68,1171.86,8.033241,0.218624,0.605622,12825.4,1226.04,8.025641,0.235451,237.859131,228.352798,248.360611,251.787384,244.424179,259.67984,J084856.53+063225.5,18.865999221801758,18.466999053955078,18.68899917602539,18.888999938964844,19.0939998626709,201019,DA,220.87847600133077,29.05650352511176
769,5878,50689,598535028779235712,132.26699274988,10.4802465081,4.7017,0.95273,70.185,51.674,-47.495,18.7455997467041,18.876800537109375,18.568700790405273,8459.94,460.78,7.555309,0.192682,0.396092,8299.91,460.72,7.520632,0.189141,0.383356,7891.26,416.87,7.339967,0.192722,215.557999,205.002457,230.29541,196.864609,190.504349,204.349426,J084904.04+102849.3,19.325000762939453,18.822999954223633,18.768999099731445,18.808000564575195,18.875,201071,DA,216.82374684265568,30.840631417657665
770,5890,50719,716504796716020352,132.28881653977,34.49662703781,32.4276,0.992741,124.753,-124.51,7.796,15.570799827575684,15.729100227355957,15.28339958190918,7445.11,58.85,7.94228,0.022474,0.559215,7311.55,56.91,7.876228,0.02364,0.503586,7015.35,48.14,7.758665,0.019532,30.7939129,30.7683907,30.8276024,30.7915096,30.7604923,30.8263187,J084909.43+342947.7,16.208999633789062,15.72700023651123,15.602999687194824,15.598999977111816,15.67199993133545,201121,DA,188.94456767713018,38.21770278452435
771,5926,50823,609715515845349888,132.41169349752,14.91756839532,6.5335,0.991587,52.66,-52.505,4.042,18.80229949951172,18.93910026550293,18.64229965209961,8762.91,546.68,8.151677,0.203712,0.690037,8532.04,524.28,8.069133,0.208049,0.619355,8150.07,480.78,7.903024,0.192506,156.323639,148.820541,163.131409,168.91803,165.148804,173.789764,J084938.84+145503.1,19.201000213623047,18.874000549316406,18.854000091552734,18.94300079345703,18.98699951171875,201334,DA,212.12836813010904,32.788961545903874
772,5933,50858,914133593673026560,132.44681603639,44.15411212035,3.0305,0.999666,1.019,0.923,0.434,18.612300872802734,18.559600830078125,18.802400588989258,18632.0,2292.32,8.025793,0.24295,0.635404,18858.52,3175.61,8.136182,0.308105,0.677001,18795.36,3231.03,8.139432,0.309986,334.787506,312.280487,361.321625,342.503876,318.521301,362.32782,J084947.23+440914.7,18.549999237060547,18.426000595092773,18.759000778198242,19.069000244140625,19.364999771118164,201390,DA,176.62506823003258,39.26531796058301
773,5934,50860,705352514698478592,132.44744212736,29.62238232213,4.9144,0.998679,46.619,1.98,-46.577,17.973899841308594,17.975500106811523,18.042499542236328,13267.09,704.63,7.895429,0.105408,0.54975,12997.04,633.65,7.853051,0.112532,0.504519,12894.65,661.24,7.846894,0.119542,204.636261,198.220016,211.585938,206.585922,201.508453,211.213089,J084947.38+293721.2,18.27199935913086,17.849000930786133,18.093000411987305,18.288999557495117,18.485000610351562,201392,DA,195.03045540358016,37.40103703780816
774,5938,50865,716112442863454464,132.45231122009,33.32350902586,22.0453,0.993152,66.474,-60.969,-26.489,16.438800811767578,16.587299346923828,16.164199829101562,7644.1,86.27,8.023839,0.031926,0.607896,7501.64,83.32,7.958569,0.033582,0.550764,7189.3,77.66,7.799069,0.015441,45.2715797,45.1623535,45.3683548,45.2965393,45.1345596,45.4257164,J084948.61+331924.9,17.04800033569336,16.56999969482422,16.45800018310547,16.469999313354492,16.538999557495117,201402,DA,190.44465463858646,38.151636071840585
775,5940,50868,597646245427109376,132.45681661076,9.39809076502,10.1976,0.990872,24.21,12.502,-20.732,17.644800186157227,17.76449966430664,17.457000732421875,8569.9,198.57,7.975802,0.070852,0.582092,8389.07,195.04,7.900076,0.072677,0.519381,8003.78,176.72,7.762411,0.044141,97.5607758,96.6044617,98.6013489,97.8292465,96.7917938,98.7117615,J084949.62+092353.3,18.136999130249023,17.71299934387207,17.69499969482422,17.761999130249023,17.93400001525879,201411,DA,218.05170505619841,30.539043628859318
776,5942,50872,1030938733980294400,132.46307998615,55.5872959047,4.9489,0.9985,27.458,15.47,-22.685,16.390300750732422,16.26930046081543,16.65060043334961,26741.2,882.02,7.754841,0.059634,0.516179,32399.29,1405.93,7.90208,0.05701,0.604818,32475.03,1418.64,7.909372,0.057182,202.077682,199.997452,204.208496,201.764969,199.692596,203.831802,J084951.12+553514.5,15.960000038146973,16.158000946044922,16.601999282836914,16.950000762939453,17.283000946044922,201416,DA,161.92608356417776,38.6565041485429
777,5945,50881,1013776353903292928,132.4698014752,47.2134022726,6.5714,0.999805,118.054,-83.78,-83.173,16.86590003967285,16.795900344848633,16.993200302124023,16821.47,503.48,7.879933,0.05193,0.550423,16738.83,625.91,7.952721,0.073936,0.56564,16656.25,643.03,7.956113,0.074998,152.35376,150.788681,153.987579,152.501053,151.158035,154.072952,J084952.87+471249.4,16.611000061035156,16.70599937438965,17.06399917602539,17.312000274658203,17.594999313354492,201429,DB,172.67258282006838,39.297318685916615
778,5947,50882,598658144017268864,132.47122463445,10.93919560104,3.1791,0.999648,14.587,0.692,-14.571,18.12619972229004,18.04400062561035,18.305599212646484,20809.82,2189.84,7.911607,0.198176,0.577194,21761.14,3515.29,8.035363,0.190553,0.621174,21805.7,3617.51,8.043112,0.190671,313.862671,299.164429,331.62204,321.629547,306.972198,335.304993,J084953.09+105621.2,17.775999069213867,17.924999237060547,18.31599998474121,18.618000030517578,18.934999465942383,201431,DB,216.43981723533096,31.21834917559977
779,5953,50905,3073945752020558080,132.50127540382,-1.10866892126,5.1748,0.99397,38.648,-5.645,-38.234,18.847900390625,18.916200637817383,18.730300903320312,9645.74,669.82,8.067438,0.229353,0.639882,9420.16,673.69,7.967279,0.208683,0.559993,8992.08,678.58,7.807876,0.226013,192.117722,185.070435,199.289597,202.369019,195.691406,207.914993,J085000.30-010630.8,19.28700065612793,18.923999786376953,18.93400001525879,18.99799919128418,19.275999069213867,201472,DA,228.53653271290517,25.547655452019924
780,5965,50933,597192215844020864,132.53622017671,8.91410971396,4.5739,0.997147,7.017,-2.252,6.646,18.729000091552734,18.773799896240234,18.739900588989258,11573.35,683.18,8.149599,0.158093,0.695489,11307.89,670.28,8.036947,0.176777,0.605084,11016.14,725.73,7.977242,0.194997,216.487488,207.91362,226.769669,206.15593,195.281204,226.11171,J085008.69+085450.6,19.082000732421875,18.683000564575195,18.812000274658203,18.96500015258789,19.108999252319336,201528,DA,218.59577244174844,30.395942353552126
781,5967,50936,608900743369444992,132.53954580134,14.18786947466,2.4404,0.999444,6.206,3.599,-5.055,18.779300689697266,18.739099502563477,18.94420051574707,17635.18,3144.32,7.743022,0.332902,0.484445,17942.73,4124.62,7.855402,0.427528,0.515595,17877.6,4205.99,7.859143,0.430291,416.219971,375.950287,462.913391,379.052521,358.703796,429.38031,J085009.48+141116.3,18.55500030517578,18.548999786376953,18.94099998474121,19.27899932861328,19.660999298095703,201533,DA,212.98351018781784,32.61585551933059
782,5979,50952,716563551868468864,132.56008317142,35.20930452,7.742,0.980668,57.063,-51.151,-25.292,17.198400497436523,17.18600082397461,17.23349952697754,12732.69,543.89,8.016031,0.054483,0.616787,12454.29,404.5,7.943752,0.071438,0.552845,12315.45,442.37,7.927648,0.081734,128.619324,127.180008,130.050522,129.022049,127.840874,130.353134,J085014.48+351233.7,17.525999069213867,17.100000381469727,17.31100082397461,17.509000778198242,17.78499984741211,201562,DA,188.09133517226562,38.5495804288632
783,5988,51005,660694716064751488,132.60778863387,19.27758195874,3.6421,0.999403,29.122,23.172,-17.64,18.462400436401367,18.43910026550293,18.591100692749023,15162.58,1527.92,7.949443,0.191842,0.584283,14740.19,1471.34,7.945558,0.216419,0.558128,14641.35,1438.38,7.946237,0.215755,278.129181,267.108978,287.491333,278.459747,269.432159,287.679382,J085025.84+191639.4,18.628000259399414,18.34000015258789,18.583999633789062,18.865999221801758,19.219999313354492,201648,DA,207.3388265783147,34.56801560855776
784,5991,51011,3074636765014979328,132.61074044152,0.04406901913,7.4882,0.999673,20.928,-12.206,-17.0,16.627099990844727,16.551599502563477,16.8302001953125,20534.17,772.11,8.157795,0.054168,0.717615,21701.19,1102.37,8.303255,0.052777,0.786068,21707.13,1114.44,8.309269,0.052873,133.457062,132.371643,134.513153,133.852844,132.635971,134.990265,J085026.58+000238.9,16.479999542236328,16.43600082397461,16.80500030517578,17.10099983215332,17.40999984741211,201659,DA,227.49761265899969,26.23120001703021
785,5993,51023,692795546450243456,132.61802814407,27.33220190369,5.078,0.999768,27.144,-15.355,-22.383,17.28569984436035,17.225200653076172,17.461700439453125,18908.2,819.27,7.924651,0.076866,0.579473,19775.82,1065.0,8.076051,0.084748,0.641854,19736.95,1086.52,8.080534,0.085679,197.360077,194.371811,200.327682,197.035126,193.606033,199.871307,J085028.33+271956.2,17.167999267578125,17.084999084472656,17.464000701904297,17.733999252319336,17.985000610351562,201675,DA,197.8671869228895,36.998215998884724
786,6000,51044,912043147190571392,132.63436005838,39.62636644184,6.5025,0.996024,36.597,18.45,-31.606,17.78969955444336,17.823699951171875,17.756099700927734,11047.35,400.75,7.958008,0.093361,0.57895,11008.65,430.04,7.866455,0.089387,0.507393,10700.88,451.4,7.79135,0.099079,153.427231,150.753616,155.963074,153.476944,150.401184,156.508575,J085032.22+393735.3,18.204999923706055,17.738000869750977,17.892000198364258,18.041000366210938,18.243000030517578,201704,DA,182.46955337709437,39.14054309016837
787,6003,51047,719804323735049984,132.63967118463,38.45472775293,6.9388,0.998938,31.021,-28.775,-11.591,17.483800888061523,17.4330997467041,17.641700744628906,18024.88,863.0,8.435677,0.067299,0.889082,18227.08,1342.23,8.53141,0.105328,0.930358,18162.79,1362.07,8.534699,0.105455,144.373672,142.276413,146.501663,144.651718,142.813736,147.133148,J085033.55+382717.1,17.479999542236328,17.30900001525879,17.621000289916992,17.9060001373291,18.128000259399414,201713,DA,183.97232416509274,39.03029280355035
788,6010,51063,685976645915942528,132.65215958606,21.64844504895,2.8939,0.999635,19.051,-16.306,-9.852,18.568700790405273,18.498300552368164,18.758100509643555,19937.99,3621.7,8.017772,0.307796,0.633621,20270.94,4787.45,8.12954,0.342442,0.674884,20241.92,4862.23,8.134448,0.345416,351.658722,331.990265,375.509583,366.419067,337.371063,386.626434,J085036.52+213854.4,18.395000457763672,18.363000869750977,18.74799919128418,18.996000289916992,19.34600067138672,201737,DA,204.62689084332212,35.39631276174158
789,6021,51093,596885658258180864,132.69232329799,7.97236109106,3.7834,0.996839,14.555,-8.448,-11.852,18.70789909362793,18.746400833129883,18.792299270629883,12473.85,1393.19,7.942949,0.191841,0.574042,12101.19,1056.47,7.840251,0.207467,0.495939,11912.97,1209.35,7.811631,0.241317,264.468964,251.330444,277.108826,270.387665,261.475616,280.656464,J085046.16+075820.6,19.066999435424805,18.62299919128418,18.823999404907227,19.017000198364258,19.39299964904785,201795,DA,219.6509125801516,30.113020347019017
790,6036,51124,1036976805163521152,132.72098152902,56.27721430847,4.6283,0.999194,36.743,-19.877,-30.902,18.149900436401367,18.118600845336914,18.263200759887695,15051.87,1123.34,8.092712,0.132397,0.667624,14503.32,1065.6,8.074246,0.161868,0.632796,14404.51,1042.78,8.074496,0.161498,219.275452,212.8228,226.764252,218.994644,214.472992,223.996338,J085053.06+561638.3,18.29599952697754,17.993999481201172,18.29800033569336,18.52899932861328,18.80500030517578,201850,DA,161.0250390991969,38.70212378185793
791,6040,51128,1030142889424119936,132.73125448929,55.12322263657,2.619,0.998867,6.235,6.231,-0.223,18.815799713134766,18.805299758911133,18.905399322509766,14323.45,1734.74,7.620857,0.263227,0.438145,14143.99,1596.58,7.651688,0.282732,0.447105,14063.34,1568.42,7.652991,0.283592,398.522156,358.02771,445.613678,324.836121,312.477448,335.424072,J085055.49+550723.6,18.8799991607666,18.631000518798828,18.983999252319336,19.238000869750977,19.607999801635742,201858,DA,162.48986409768563,38.86947125418293
792,6042,51131,716542111391798272,132.74171515178,34.94379243397,3.625,0.997786,14.186,6.026,-12.842,18.876100540161133,18.861299514770508,18.942100524902344,14155.28,1840.42,8.123688,0.240418,0.684687,13704.69,1692.59,8.091049,0.292962,0.64179,13606.52,1694.04,8.089335,0.299437,281.185394,265.827454,299.817505,287.229797,272.117279,299.704376,J085058.00+345637.7,19.134000778198242,18.750999450683594,18.975000381469727,19.152000427246094,19.427000045776367,201866,DA,188.4560986670895,38.65603896587797
793,6046,51143,659950381052723456,132.75535592848,18.06088665513,4.0318,0.999356,34.546,-32.233,-12.427,18.27039909362793,18.231199264526367,18.383100509643555,15473.78,1703.22,8.001101,0.196038,0.614355,15053.25,1688.02,8.005978,0.247391,0.593155,14950.57,1665.47,8.006732,0.247529,249.660919,236.373901,263.335205,247.562057,238.488907,256.530579,J085101.30+180339.3,18.316999435424805,18.101999282836914,18.423999786376953,18.694000244140625,18.9689998626709,201882,DA,208.77904916766784,34.27068252343968
794,6057,51160,604972428842238080,132.77523845168,12.03266115597,12.8276,0.99499,98.906,-95.343,-26.31,17.034799575805664,17.072799682617188,17.03030014038086,11450.46,229.23,8.486826,0.035664,0.913077,11059.48,213.75,8.378149,0.038301,0.823974,10760.27,221.07,8.31836,0.046293,77.7020111,77.2904892,78.1345673,77.7373199,77.3446503,78.1113052,J085106.12+120157.7,17.364999771118164,16.9689998626709,17.12299919128418,17.308000564575195,17.493999481201172,201911,DA,215.42297878665917,31.949180317881325
795,6066,51190,1037080704716549120,132.80804948643,57.03999438088,3.4327,0.999055,30.48,-30.406,2.113,18.598899841308594,18.596500396728516,18.70159912109375,14056.77,1340.3,7.848889,0.185808,0.527057,13778.21,1261.69,7.830058,0.200669,0.494229,13694.61,1261.06,7.830236,0.204267,298.362152,283.493195,310.036194,298.823578,283.828339,311.568024,J085113.98+570223.9,18.79599952697754,18.441999435424805,18.724000930786133,18.93199920654297,19.14900016784668,201968,DA,160.05029447629,38.632113663865965
796,6069,51196,581215143661631232,132.80902986608,3.68349765942,3.0098,0.999682,20.901,-20.624,-3.394,18.631900787353516,18.580900192260742,18.796499252319336,17941.07,2572.32,7.984051,0.264235,0.610062,17934.16,3570.27,8.074334,0.348038,0.638072,17870.3,3633.05,8.078227,0.349677,335.07901,309.218445,359.062134,338.677277,316.158325,354.834442,J085114.18+034100.6,18.579999923706055,18.465999603271484,18.79800033569336,19.062999725341797,19.40399932861328,201975,DA,224.0545179618392,28.209180624114307
797,6080,51210,608861401469075840,132.8255518939,14.29207768855,3.8657,0.998241,18.924,-13.407,-13.355,18.820499420166016,18.85540008544922,18.956899642944336,13798.63,1734.55,8.164615,0.230501,0.709383,13141.16,1438.47,8.095265,0.28185,0.643525,13035.59,1484.04,8.090051,0.297215,262.514343,242.617325,284.554962,285.024384,271.888672,299.43335,J085118.13+141731.6,19.089000701904297,18.676000595092773,18.927000045776367,19.125999450683594,19.375999450683594,202000,DA,213.00030930477695,32.91167594328533
798,6083,51220,717023830627391488,132.83792729359,35.79111892448,6.9042,0.993665,19.871,-12.178,15.702,18.36750030517578,18.48819923400879,18.267499923706055,9809.12,399.11,8.195909,0.123274,0.720751,9588.19,412.21,8.102655,0.125069,0.642171,9175.1,420.83,7.961419,0.148789,145.439301,141.752167,149.989151,150.530655,147.309402,153.487701,J085121.11+354727.8,18.829999923706055,18.3799991607666,18.41200065612793,18.540000915527344,18.691999435424805,202023,DA,187.39615617221315,38.85838402370431
799,6088,51235,582801670221039104,132.85718540239,5.58895701305,3.4453,0.999354,17.561,-16.315,-6.495,18.501300811767578,18.400100708007812,18.72570037841797,24231.91,3094.94,8.442779,0.206599,0.901452,28315.83,5292.17,8.543089,0.17819,0.945201,28343.21,5308.01,8.548934,0.178149,292.273224,280.479736,307.765381,320.789825,298.410034,331.600769,J085125.74+053520.3,18.284000396728516,18.298999786376953,18.677000045776367,19.0,19.283000946044922,202053,DA,222.17166094728213,29.160430078275283
800,6091,51243,582901519620616192,132.86754437664,6.09738163314,9.6431,0.997624,62.74,45.334,-43.372,16.81730079650879,16.843700408935547,16.818199157714844,11510.21,227.0,7.957106,0.040336,0.579687,11444.23,232.85,7.86757,0.047114,0.508981,11165.53,260.91,7.811271,0.043129,103.411415,102.689728,104.0186,103.544388,102.65641,104.267967,J085128.16+060551.1,17.163999557495117,16.735000610351562,16.902000427246094,17.09600067138672,17.299999237060547,202067,DA,221.6620898712361,29.407545532521596
801,6106,51274,1029968414968983424,132.89156987054,54.43343926025,13.1198,0.99363,51.45,13.105,-49.753,17.578699111938477,17.651500701904297,17.438499450683594,9411.39,190.57,8.485155,0.048909,0.90881,9123.6,177.51,8.40392,0.047314,0.838973,8726.78,169.76,8.273099,0.052505,76.2752151,75.6192398,76.8846436,76.0418243,75.5366058,76.6588058,J085133.94+542601.1,17.81800079345703,17.608999252319336,17.655000686645508,17.73900032043457,17.860000610351562,202123,DA,163.3542865310374,39.04988163699553
